"derece","durum","mac_var_mi","kazandı mı","borsa_thy","borsa _asels","borsa_froto","trafik_bilgisi","duygu"
"3.7","Az_Bulutlu","0","0","0.79","1.96","-0.59","19","keyifli"
"3.6","Az_Bulutlu","1","0","-1.55","-0.97","-1.03","21","üzgün"
"2.8","Az_Bulutlu","1","0","6.79","3.16","2.12","19","mutlu"
"3","Az_Bulutlu","1","0","3.32","0.6","3.92","19","mutlu"
"2.8","Az_Bulutlu","1","1","0.54","-0.39","5.73","20","mutlu"
"2.6","Az_Bulutlu","0","0","-5.56","-7.74","-1.16","21","sinirli "
"2.6","Az_Bulutlu","1","0","-4.13","-2.75","0.03","21","sinirli "
"3.1","Az_Bulutlu","0","0","0.14","-2.28","0","19","üzgün"
"1.2","Az_Bulutlu","1","0","1.08","4.07","-5.07","21","keyifsiz"
"0.9","Az_Bulutlu","0","0","-1.89","-2.17","-0.2","21","sinirli "
"0.7","Az_Bulutlu","1","0","-3.58","-1.07","-2.82","21","sinirli "
"0.7","Az_Bulutlu","0","0","-2.91","-3.79","2.43","21","üzgün"
"0.3","Az_Bulutlu","0","0","-1.12","-1.53","-1.56","21","sinirli "
"-0.6","Az_Bulutlu","0","0","-1.2","-2.68","-3.56","21","sinirli "
"-0.6","Az_Bulutlu","0","0","-0.64","-2.24","0.55","21","keyifsiz"
"0.1","Az_Bulutlu","1","0","3.52","2.13","0.45","19","mutlu"
"0.5","Az_Bulutlu","1","1","1.56","2.35","-0.07","20","keyifli"
"-0.6","Az_Bulutlu","1","1","3.6","3.12","-0.61","20","keyifli"
"-4.5","Az_Bulutlu","1","1","-4.28","-3.36","-1.73","21","sinirli "
"-5.2","Az_Bulutlu","0","0","-2.47","-2.5","0.17","21","keyifsiz"
"-5.8","Az_Bulutlu","1","0","0.93","1.97","1.01","19","mutlu"
"-5.9","Az_Bulutlu","1","0","2.66","-0.33","2.62","21","keyifli"
"-6.3","Az_Bulutlu","0","0","0.48","1.67","-1.05","19","keyifli"
"-4.7","Az_Bulutlu","1","1","0.69","0.17","3.06","20","mutlu"
"-3.2","Az_Bulutlu","1","1","-1.53","-0.69","0.28","19","üzgün"
"-2.7","Az_Bulutlu","1","0","-1.37","1.58","0.61","21","keyifli"
"-9.9","Az_Bulutlu","1","0","4.93","2.28","1.79","19","mutlu"
"-3.1","Az_Bulutlu","1","1","-0.87","-0.79","-1.95","19","sinirli "
"-1.8","Az_Bulutlu","1","0","-1.22","0.47","-3.09","21","üzgün"
"-4","Az_Bulutlu","1","0","-4.12","-1.39","-2.1","21","sinirli "
"-6.1","Az_Bulutlu","1","0","-3.06","-3.52","-0.37","21","sinirli "
"-6.1","Az_Bulutlu","1","1","2.38","-1.06","0.47","19","keyifli"
"-6.2","Az_Bulutlu","0","0","-1.3","-2.22","1.33","21","keyifsiz"
"-0.1","Az_Bulutlu","1","0","-2.57","-1.34","-3.58","21","sinirli "
"0","Az_Bulutlu","1","0","3.55","1.2","-0.43","21","keyifli"
"1","Az_Bulutlu","0","0","-6.03","-0.89","1.82","21","keyifsiz"
"2.2","Az_Bulutlu","1","0","-3.66","-1.36","-1.44","21","sinirli "
"2","Az_Bulutlu","1","1","0.33","0.61","2.83","20","mutlu"
"2.2","Az_Bulutlu","0","0","4.32","3.77","0.4","20","mutlu"
"1.9","Az_Bulutlu","1","0","3.91","3.75","7.34","19","mutlu"
"2.1","Az_Bulutlu","1","0","-3.77","1.32","-2.78","21","keyifsiz"
"-0.2","Az_Bulutlu","1","0","-5.56","0.33","-10.91","21","sinirli "
"-0.5","Az_Bulutlu","0","0","-3.01","-3.52","-1.46","21","sinirli "
"-0.6","Kar_Yağışlı","1","0","2.57","2.29","0.7","19","mutlu"
"0.5","Az_Bulutlu","1","0","0.06","-2.55","0.39","21","keyifli"
"0.5","Kar_Yağışlı","1","0","-1.21","-0.63","1.02","21","keyifsiz"
"0.8","Kar_Yağışlı","1","0","-2.9","-3.37","-0.08","24","sinirli "
"1.4","Kar_Yağışlı","1","1","-2.18","-1.8","0","24","sinirli "
"1.6","Sisli","1","0","6","4.08","0.83","20","mutlu"
"2.9","Az_Bulutlu","1","1","-4.95","-3.06","-0.08","19","sinirli "
"2.9","Az_Bulutlu","0","0","-2.46","0.3","-1.5","21","keyifsiz"
"1.9","Az_Bulutlu","1","0","2.02","-0.89","0.41","21","keyifli"
"2.7","Az_Bulutlu","1","0","2.26","1.25","-2.88","21","keyifli"
"2.6","Az_Bulutlu","1","0","-1.52","-1.83","2.38","21","keyifsiz"
"1.7","Az_Bulutlu","0","0","3.06","2.18","-2.87","19","keyifli"
"1.1","Kar_Yağışlı","1","0","-0.39","0.31","-3.22","21","üzgün"
"0.6","Kar_Yağışlı","1","1","-2.53","0.79","-1.72","24","üzgün"
"0.5","Sisli","1","1","1.06","1.12","1.58","20","mutlu"
"0.4","Sisli","0","0","0.28","-1.1","2.5","24","keyifli"
"0.5","Sisli","0","0","5.59","1.12","-4.03","24","keyifsiz"
"0.6","Sisli","1","0","-0.87","-0.63","-1.53","24","sinirli "
"0.4","Az_Bulutlu","1","1","0.53","-0.16","-1.13","19","keyifsiz"
"1.6","Az_Bulutlu","1","0","1.36","0","4.47","19","mutlu"
"2.1","Az_Bulutlu","1","0","5.1","2.88","9.23","19","mutlu"
"2.1","Kar_Yağışlı","1","1","-1.69","-0.95","4.59","19","keyifsiz"
"1.4","Kar_Yağışlı","1","0","-1.25","-2.32","5.41","21","keyifsiz"
"1.6","Az_Bulutlu","0","0","-0.97","-2.87","-8.19","21","sinirli "
"-3.8","Az_Bulutlu","1","0","-2.35","-2.74","2.08","21","üzgün"
"-2.8","Az_Bulutlu","0","0","3.32","4.11","-2.36","21","keyifli"
"-3.1","Az_Bulutlu","1","1","-1.52","-4.53","0.25","19","keyifsiz"
"-3","Az_Bulutlu","1","0","-0.98","0.61","0","21","keyifsiz"
"-1.3","Az_Bulutlu","1","1","2.92","-1.2","0.87","19","keyifli"
"-0.7","Az_Bulutlu","1","0","0.54","1.68","0.16","19","mutlu"
"0.3","Az_Bulutlu","0","0","1.52","-1.06","-0.5","19","keyifsiz"
"0.7","Az_Bulutlu","1","0","-3.91","-4.06","-2","21","sinirli "
"0.9","Az_Bulutlu","1","0","7.67","2.99","-2.22","21","mutlu"
"1.1","Az_Bulutlu","1","1","-3.99","-4.15","0.26","19","üzgün"
"1","Az_Bulutlu","1","1","3.11","2.34","-0.17","19","keyifli"
"1.1","Kar_Yağışlı","1","1","-0.06","-0.58","5.08","19","keyifli"
"-0.1","Kar_Yağışlı","0","0","5.23","7.22","0.16","20","mutlu"
"0","Kar_Yağışlı","1","1","3","3.17","1.66","20","mutlu"
"0","Kar_Yağışlı","1","0","2.73","0","-2.95","24","keyifsiz"
"0","Kar_Yağışlı","1","0","5.39","2.6","-2.29","19","keyifli"
"0.3","Kar_Yağışlı","1","1","-5.24","-7.8","1.17","24","keyifsiz"
"0.8","Az_Bulutlu","1","0","4.09","3.11","-0.58","19","keyifli"
"0.4","Kar_Yağışlı","0","0","0.8","0.86","-1.63","19","keyifli"
"0.7","Kar_Yağışlı","0","0","-1.36","0.52","0","19","keyifsiz"
"0.4","Kar_Yağışlı","1","0","3.32","2.85","1.99","20","mutlu"
"0.6","Kar_Yağışlı","1","0","-0.88","0.36","-2.84","21","üzgün"
"0","Kar_Yağışlı","1","0","-0.87","1.45","-0.71","21","keyifsiz"
"-1.4","Tipi","1","1","6.16","2.23","-0.81","19","mutlu"
"-1.8","Tipi","1","0","3.02","4.05","-9.97","24","üzgün"
"-1.4","Tipi","1","1","-2.33","0.97","5.37","19","keyifli"
"-1.7","Kar_Yağışlı","0","0","-0.46","-0.58","4.41","23","keyifsiz"
"-2.1","Kar_Yağışlı","1","0","2.53","2.18","-0.79","23","keyifli"
"-2.5","Kar_Yağışlı","1","0","-1.56","2.43","0.25","23","keyifli"
"-2.7","Kar_Yağışlı","1","1","2.56","4.01","2.16","20","mutlu"
"-3.2","Kar_Yağışlı","1","0","-2.64","-4.63","2.72","21","keyifsiz"
"-3.3","Kar_Yağışlı","0","0","0.08","-2.55","-6.54","24","keyifsiz"
"-3.6","Kar_Yağışlı","1","1","-3.02","-0.97","0.76","23","keyifsiz"
"-3.2","Az_Bulutlu","1","0","-5.83","-1.72","2.39","21","keyifsiz"
"-3.6","Az_Bulutlu","1","0","4.45","1.35","-0.86","19","keyifli"
"-4.7","Az_Bulutlu","1","1","-11.09","-1.15","-0.4","21","sinirli "
"-5.3","Az_Bulutlu","1","1","-0.79","-8.57","-1.84","21","sinirli "
"-6.6","Az_Bulutlu","0","0","-1.84","-0.86","0.16","21","keyifsiz"
"-7.6","Az_Bulutlu","1","0","-1.51","-1.36","3.12","21","keyifsiz"
"-9","Az_Bulutlu","0","0","-3.87","1.06","-1.12","21","keyifsiz"
"-9.9","Az_Bulutlu","1","0","-0.51","1.6","5.28","21","keyifli"
"-12.1","Az_Bulutlu","0","0","-0.89","-1.18","-2.15","21","sinirli "
"-11.6","Az_Bulutlu","1","0","3.36","-0.83","1.85","21","keyifli"
"-8.3","Az_Bulutlu","1","1","-0.6","6.92","0.54","20","mutlu"
"-7.6","Az_Bulutlu","1","0","3.07","-1.3","-0.19","21","keyifsiz"
"-7.1","Az_Bulutlu","1","0","-1.03","-2.84","1.16","21","keyifsiz"
"-6.8","Az_Bulutlu","0","0","-0.18","-2.01","-0.96","21","sinirli "
"-7.9","Az_Bulutlu","1","1","-3.38","-1.07","0","19","üzgün"
"-7.8","Az_Bulutlu","0","0","0.48","2.66","-0.53","19","keyifli"
"-7.9","Az_Bulutlu","1","1","-1.49","-2.44","-1.8","19","sinirli "
"-8.5","Az_Bulutlu","1","1","-1.93","1.86","3.91","19","keyifli"
"-9.5","Az_Bulutlu","1","0","-4.08","0.15","3.85","21","keyifli"
"-8.2","Az_Bulutlu","1","1","2.11","-2.12","-2.16","21","keyifsiz"
"-8.6","Az_Bulutlu","0","0","-1.1","-1.64","-6.32","21","sinirli "
"-8.5","Az_Bulutlu","1","0","-1.54","-3.03","-1.42","21","sinirli "
"-8.3","Az_Bulutlu","1","0","-4","0.14","-0.42","21","üzgün"
"-8.2","Az_Bulutlu","1","0","-3.29","-1.57","-1.8","21","sinirli "
"-9.4","Az_Bulutlu","1","0","-4.96","-0.8","-1.05","21","sinirli "
"-9.8","Az_Bulutlu","1","1","4.87","0.67","1.54","20","mutlu"
"-9.4","Az_Bulutlu","1","1","-1.78","0.68","-0.24","19","keyifsiz"
"-8.7","Az_Bulutlu","1","1","-0.05","-0.14","0.17","20","keyifsiz"
"-4.9","Az_Bulutlu","1","0","0.51","0.95","-1.47","21","keyifli"
"-5.5","Az_Bulutlu","0","0","1.08","-0.8","0.57","19","keyifli"
"-5.1","Kar_Yağışlı","1","0","0.52","0.27","0.17","19","mutlu"
"-4.9","Kar_Yağışlı","1","1","-0.36","0.54","0.33","19","keyifli"
"-5.2","Az_Bulutlu","1","0","2.05","-0.67","1.22","21","keyifli"
"-6.3","Az_Bulutlu","0","0","-0.37","-0.13","1.55","19","keyifsiz"
"-7.1","Kar_Yağışlı","1","0","-1.55","-0.53","0","21","üzgün"
"-7.2","Kar_Yağışlı","1","1","4.47","-1.45","-6.57","23","keyifsiz"
"-7.3","Kar_Yağışlı","1","0","-1.9","1.74","5.39","23","keyifli"
"-7.1","Kar_Yağışlı","0","0","-1.41","1.49","1.78","19","keyifli"
"-6.8","Kar_Yağışlı","1","0","1.8","0.68","-1.51","23","keyifli"
"-6.7","Kar_Yağışlı","1","0","0.37","-0.41","0.07","23","keyifli"
"-6.5","Kar_Yağışlı","1","1","-0.53","-0.27","-0.88","19","üzgün"
"-6.6","Kar_Yağışlı","1","0","0.21","-0.67","-0.07","21","keyifsiz"
"-5.9","Az_Bulutlu","0","0","5.48","1.09","-1.65","19","keyifli"
"-5.5","Az_Bulutlu","1","0","-2.24","-1.08","1.18","21","keyifsiz"
"-5.4","Kar_Yağışlı","1","1","0.66","-1.72","-2.02","19","keyifsiz"
"-6.9","Kar_Yağışlı","1","0","-0.98","-1.18","0.63","21","keyifsiz"
"-8.1","Az_Bulutlu","1","0","1.94","-2.3","1.43","21","keyifli"
"-8.4","Az_Bulutlu","1","1","2.62","0.39","1.04","20","mutlu"
"-5.8","Az_Bulutlu","1","1","0.99","-3.07","-0.09","19","keyifsiz"
"-5.5","Az_Bulutlu","1","1","-8.17","0.51","0.09","19","üzgün"
"-4.4","Az_Bulutlu","1","0","2.2","-1.6","1.7","21","keyifli"
"-9.7","Az_Bulutlu","1","0","4.3","0.5","0.1","19","mutlu"
"-10.3","Az_Bulutlu","1","0","-1.63","0","2.05","21","keyifsiz"
"-11.7","Az_Bulutlu","1","1","-3.06","7.38","1.35","20","keyifli"
"-10.6","Az_Bulutlu","1","0","-2.74","-0.26","-2.32","21","sinirli "
"-3.1","Az_Bulutlu","1","1","1.62","-0.77","0.39","19","keyifli"
"-3.6","Az_Bulutlu","0","0","1.45","1.17","0.64","20","mutlu"
"-4.1","Az_Bulutlu","1","0","-2.06","-0.77","0.4","21","keyifsiz"
"-4.7","Az_Bulutlu","1","0","-0.7","-1.52","3.41","21","keyifsiz"
"-4.5","Az_Bulutlu","0","0","2.8","0.26","-2.13","19","keyifli"
"-4.6","Az_Bulutlu","1","0","-2.41","0.77","2.18","21","keyifli"
"-4.5","Kar_Yağışlı","1","0","-0.58","-2.88","3.03","21","keyifsiz"
"-5.1","Kar_Yağışlı","1","0","-0.32","3.5","2.19","23","keyifli"
"-5.5","Kar_Yağışlı","1","0","5.95","4.19","-0.61","19","keyifli"
"-5.7","Kar_Yağışlı","1","1","-5.61","-0.13","-0.36","23","sinirli "
"-5.4","Kar_Yağışlı","1","0","-1.02","-5.73","-0.96","24","sinirli "
"-4.7","Kar_Yağışlı","1","0","2.69","0","-1.11","23","keyifsiz"
"-5.4","Kar_Yağışlı","1","1","-5.28","0.9","-1.92","24","keyifsiz"
"-5.3","Kar_Yağışlı","0","0","-1.17","-0.26","-0.83","24","üzgün"
"-5.2","Kar_Yağışlı","1","0","-0.24","-0.64","0.42","21","keyifsiz"
"-4.9","Kar_Yağışlı","0","0","0.25","0","-1.32","19","keyifsiz"
"-5","Kar_Yağışlı","1","1","0.56","-0.88","-3.65","24","keyifsiz"
"-4.9","Kar_Yağışlı","1","0","0.75","-0.88","4.47","24","keyifli"
"-4.7","Kar_Yağışlı","1","0","2.49","1.27","1.25","19","mutlu"
"-4.4","Kar_Yağışlı","1","0","-0.19","1.28","-0.99","21","keyifsiz"
"-4.3","Kar_Yağışlı","1","0","2.21","-1.64","0.67","24","keyifli"
"-4.3","Kar_Yağışlı","1","1","1.72","-1.98","0.58","19","keyifli"
"-3.9","Kar_Yağışlı","0","0","0.8","-0.37","0.09","19","keyifli"
"-3.3","Kar_Yağışlı","0","0","-0.99","5.45","0","19","keyifli"
"-2.7","Kar_Yağışlı","1","0","-1.88","0.52","0.07","24","keyifli"
"-2.9","Kar_Yağışlı","1","1","1.91","-1.92","-1.49","19","keyifsiz"
"-3","Kar_Yağışlı","1","0","1.75","-1.26","-2.51","21","keyifsiz"
"-3.6","Kar_Yağışlı","0","0","1.78","-1","2.83","19","keyifli"
"-3.7","Kar_Yağışlı","1","0","2.59","-0.87","0.67","24","keyifli"
"-3.9","Kar_Yağışlı","1","0","-1.04","11.02","-1.98","19","keyifli"
"-4.3","Kar_Yağışlı","1","0","5.57","-0.14","-1.85","21","keyifsiz"
"-4.3","Kar_Yağışlı","1","1","-1.8","-6.91","1.63","19","keyifsiz"
"-4.8","Kar_Yağışlı","0","0","3.58","0","0.75","19","keyifli"
"-5.3","Kar_Yağışlı","1","0","-1.25","0.26","1.6","24","keyifli"
"-5.2","Kar_Yağışlı","1","0","2.1","-1.89","1.8","24","keyifli"
"-5.5","Kar_Yağışlı","1","0","4.56","-1.49","4.26","24","keyifli"
"-5.6","Kar_Yağışlı","1","0","-0.55","0.12","-2.17","21","keyifsiz"
"-5.5","Kar_Yağışlı","1","0","0.63","-1.11","2.95","24","keyifli"
"-5.6","Kar_Yağışlı","1","1","1.76","3.96","1.18","20","mutlu"
"-5.7","Az_Bulutlu","1","1","1.96","-19.36","2.71","19","sinirli "
"-5.7","Kar_Yağışlı","1","0","3.03","-11.41","0.47","24","sinirli "
"-6.1","Kar_Yağışlı","1","1","6.44","7.56","-2.28","20","keyifli"
"-5.9","Kar_Yağışlı","1","0","-5.57","5.82","0.46","24","keyifli"
"-5.5","Kar_Yağışlı","0","0","3.95","1.16","-0.35","19","keyifli"
"-4.6","Kar_Yağışlı","1","0","1.35","1.38","-1.62","24","keyifli"
"-4.1","Sisli","1","0","2.78","0.97","0.9","24","mutlu"
"-3.3","Az_Bulutlu","0","0","5.16","8.75","1.56","20","mutlu"
"-2.9","Az_Bulutlu","1","0","-1.82","4.26","-0.99","21","keyifsiz"
"-2.7","Az_Bulutlu","1","1","3.56","1.99","-0.65","20","keyifli"
"-2.4","Az_Bulutlu","1","0","0","-1.95","1.48","21","keyifsiz"
"-1.8","Az_Bulutlu","1","0","-3.26","4.05","-0.73","21","keyifsiz"
"-2.3","Az_Bulutlu","1","0","6.64","1.41","-1.62","21","keyifli"
"-1.4","Az_Bulutlu","0","0","-2.2","-0.13","-4.72","21","sinirli "
"0.2","Az_Bulutlu","1","0","-4.76","2.09","1.57","21","keyifli"
"0.5","Az_Bulutlu","1","0","-0.38","0.13","4.37","21","keyifli"
"1","Az_Bulutlu","1","0","-0.28","1.87","0.1","21","keyifli"
"1.2","Kar_Yağışlı","1","0","-4.25","3.88","-0.72","21","keyifsiz"
"-0.6","Kar_Yağışlı","1","1","5.94","3","0.63","20","mutlu"
"-0.3","Kar_Yağışlı","1","0","-0.29","0.72","1.2","24","keyifli"
"0.8","Az_Bulutlu","1","0","1.25","1.46","5.73","19","mutlu"
"1.5","Az_Bulutlu","1","1","1.67","2.7","0.49","20","mutlu"
"3","Az_Bulutlu","1","0","-1.69","-0.31","3.7","21","keyifsiz"
"3.7","Az_Bulutlu","0","0","1.62","2.39","1.03","20","mutlu"
"5","Az_Bulutlu","1","0","1.5","1.41","0.17","19","mutlu"
"4.3","Az_Bulutlu","1","1","2.19","-0.16","0.84","19","keyifsiz"
"3.4","Az_Bulutlu","0","0","3.16","0.33","-0.3","19","keyifli"
"3.2","Az_Bulutlu","0","0","2.19","2.36","2.02","19","mutlu"
"2.9","Kar_Yağışlı","1","0","2.73","-6.62","-0.18","21","üzgün"
"2.8","Kar_Yağışlı","1","1","-9.26","-0.63","1","24","sinirli "
"2.3","Kar_Yağışlı","0","0","1.64","-1.54","-1.53","21","keyifsiz"
"-4.3","Az_Bulutlu","1","0","3.6","1.37","-5.02","21","keyifli"
"-6.3","Az_Bulutlu","1","0","1.52","-0.31","0.62","21","keyifli"
"-6.3","Az_Bulutlu","1","1","-0.86","0.77","-1.23","19","üzgün"
"-6.5","Az_Bulutlu","1","1","1.19","-1.07","-0.58","19","keyifsiz"
"-5.5","Az_Bulutlu","1","1","-5.5","0.78","0.94","19","keyifsiz"
"-5.5","Az_Bulutlu","1","1","-4.2","0","-0.29","21","üzgün"
"-6.9","Az_Bulutlu","0","0","2.35","2.05","-2.52","19","keyifli"
"-7.9","Az_Bulutlu","1","0","3.44","-1.25","-0.25","21","keyifsiz"
"-8.5","Az_Bulutlu","1","0","2.14","0.47","1.19","19","mutlu"
"-9","Kar_Yağışlı","1","0","1.24","-0.93","1.93","19","keyifli"
"-10.1","Az_Bulutlu","1","1","-0.51","-1.23","-0.65","21","üzgün"
"-12.4","Az_Bulutlu","1","1","-1.11","2.98","-0.8","19","keyifsiz"
"-13.6","Az_Bulutlu","1","0","2.28","-1.09","-0.79","21","keyifsiz"
"-9.5","Az_Bulutlu","1","1","2.31","-3.45","-1.44","19","keyifsiz"
"-9.8","Az_Bulutlu","1","1","0.12","2.29","0.65","19","mutlu"
"-10.5","Az_Bulutlu","1","1","-2.15","1.72","-0.78","19","keyifsiz"
"-10","Az_Bulutlu","1","0","-0.23","-0.19","0","21","üzgün"
"-9","Az_Bulutlu","1","0","-0.58","0.38","0.14","21","keyifli"
"-7.8","Az_Bulutlu","1","1","3.46","1.33","-1.23","19","keyifli"
"-6.7","Az_Bulutlu","1","0","0.84","-0.38","-0.1","21","keyifsiz"
"-5.8","Az_Bulutlu","0","0","0.97","-0.19","-0.46","21","keyifsiz"
"-5.3","Az_Bulutlu","1","0","-1.44","-1.12","-0.46","21","sinirli "
"-4.9","Az_Bulutlu","0","0","3.6","0.38","-0.36","19","keyifli"
"-4.8","Az_Bulutlu","0","0","0.12","-0.19","0.13","19","keyifli"
"-6.3","Az_Bulutlu","0","0","3.07","-0.37","0.36","19","keyifli"
"-5.3","Az_Bulutlu","1","0","2.83","0.95","0.68","19","mutlu"
"-5.7","Az_Bulutlu","1","0","-1.22","0.75","0.99","21","keyifli"
"-5.3","Az_Bulutlu","1","0","-1.08","2.71","-0.33","21","keyifsiz"
"-5.2","Az_Bulutlu","0","0","1.78","-0.19","1.23","19","keyifli"
"-4.3","Az_Bulutlu","0","0","-0.14","0.19","0.4","19","keyifli"
"-3.9","Az_Bulutlu","1","1","0.82","-0.58","-0.43","19","keyifsiz"
"3","Az_Bulutlu","0","0","2.06","-3.56","3.05","19","keyifli"
"6.4","Az_Bulutlu","1","0","1.68","0.19","0.7","19","mutlu"
"8.9","Az_Bulutlu","1","0","-1.24","3.91","1.09","21","keyifli"
"9.3","Az_Bulutlu","1","0","0","2.61","1.03","19","mutlu"
"9.7","Az_Bulutlu","1","0","-0.96","-0.4","-0.21","21","sinirli "
"5.5","Az_Bulutlu","1","0","2.1","-1.17","2","19","keyifli"
"6","Az_Bulutlu","1","0","-1.18","-2","-2.7","21","sinirli "
"4.8","Az_Bulutlu","0","0","0.74","5.93","1.16","19","mutlu"
"6.2","Az_Bulutlu","1","0","0.9","3.74","0","19","mutlu"
"5.5","Az_Bulutlu","1","1","2.46","0.22","-2.45","19","keyifli"
"7.6","Az_Bulutlu","0","0","4.89","6.19","-1.01","19","mutlu"
"10.3","Az_Bulutlu","1","0","-0.16","4.81","0.25","19","keyifli"
"6.7","Az_Bulutlu","1","1","0.49","0.48","0.25","19","mutlu"
"10.2","Az_Bulutlu","0","0","0.66","0.98","-0.86","19","keyifli"
"12.1","Az_Bulutlu","1","0","0.17","0.49","2.64","19","mutlu"
"12.7","Az_Bulutlu","1","0","0","-1.45","1","21","keyifsiz"
"11.5","Az_Bulutlu","0","0","3.04","-0.24","0.92","19","keyifli"
"2","Sisli","1","0","-1.98","1.47","0.07","24","keyifli"
"0.8","Kar_Yağışlı","0","0","0.18","0.49","1.55","19","mutlu"
"-0.1","Kar_Yağışlı","1","0","-0.72","-1.93","3.72","21","keyifsiz"
"-1.2","Az_Bulutlu","0","0","-0.37","0","1.43","21","keyifsiz"
"-2.6","Az_Bulutlu","1","0","-0.55","0.49","0.2","21","keyifli"
"-3.9","Az_Bulutlu","0","0","-0.36","-2.37","-0.87","21","sinirli "
"-3.9","Az_Bulutlu","1","1","1.85","0.72","3.69","19","mutlu"
"-4.3","Az_Bulutlu","1","0","-1.28","-1.18","-2.24","21","sinirli "
"-3.7","Az_Bulutlu","0","0","0.18","2.96","-0.95","19","keyifli"
"-3","Az_Bulutlu","1","1","0.18","1.5","0.6","19","mutlu"
"-2.1","Az_Bulutlu","0","0","0.73","-1.23","-0.99","21","keyifsiz"
"-1.5","Az_Bulutlu","1","1","-0.18","1.76","-1.4","19","keyifsiz"
"-1","Az_Bulutlu","1","0","-4.18","3.65","-1.27","21","keyifsiz"
"-2","Az_Bulutlu","1","1","1.02","5.46","-0.16","19","keyifli"
"-5.7","Az_Bulutlu","0","0","0.53","-2.4","0.28","19","keyifli"
"-6.4","Az_Bulutlu","1","0","4.03","-1.19","-0.87","21","keyifsiz"
"-7.1","Az_Bulutlu","1","0","-1.95","0.3","0","21","keyifsiz"
"-6.8","Az_Bulutlu","1","0","-1.57","0","1.24","21","keyifsiz"
"-6.1","Az_Bulutlu","0","0","-0.17","-0.29","0.53","21","keyifsiz"
"-4","Az_Bulutlu","1","1","0","2.73","-0.2","19","keyifsiz"
"-3.2","Az_Bulutlu","1","1","0.53","-0.6","1.13","19","keyifli"
"-1.8","Az_Bulutlu","0","0","0.35","1.86","0.5","19","mutlu"
"-1.6","Az_Bulutlu","1","0","2.51","-0.92","-0.74","21","keyifsiz"
"-2.1","Az_Bulutlu","1","1","-2.96","2.85","1.42","19","keyifli"
"-1.9","Az_Bulutlu","1","0","0","-3.07","-0.42","21","üzgün"
"-2","Kar_Yağışlı","1","0","-1.41","0.3","-0.29","24","keyifsiz"
"-3.1","Az_Bulutlu","1","1","0.53","-1.47","-0.46","19","keyifsiz"
"-3.2","Az_Bulutlu","0","0","1.99","3.02","0.04","19","mutlu"
"-3.1","Az_Bulutlu","1","1","-1.07","4.09","2.66","19","keyifli"
"-2.1","Az_Bulutlu","1","0","2.05","-0.94","-0.61","21","keyifsiz"
"2.7","Az_Bulutlu","1","1","0.78","0.68","0.09","19","mutlu"
"4.8","Az_Bulutlu","1","0","-1.23","2.78","-2.03","21","keyifsiz"
"5.2","Az_Bulutlu","1","0","-0.2","0","0.49","21","üzgün"
"4.6","Az_Bulutlu","1","0","1.82","-0.37","-0.34","21","keyifsiz"
"1.5","Az_Bulutlu","1","0","-0.4","0.75","0","21","keyifsiz"
"1.8","Az_Bulutlu","0","0","0.61","0","0.93","19","mutlu"
"2.6","Az_Bulutlu","1","1","-0.2","0.75","0.05","19","keyifli"
"4.4","Az_Bulutlu","0","0","1","-0.37","-0.24","19","keyifsiz"
"4","Sisli","0","0","-0.58","0","0","24","üzgün"
"5.5","Sisli","1","1","-1.15","0","-1.18","21","sinirli "
"4.4","Sisli","1","0","0.97","-0.87","-1.12","24","keyifsiz"
"3.9","Sisli","1","1","-1.87","-0.43","-0.48","19","sinirli "
"4.9","Sisli","0","0","1.33","0","1.37","19","mutlu"
"6.5","Sisli","0","0","-0.38","0.43","-0.58","24","keyifsiz"
"5.3","Sisli","0","0","4.33","-0.43","-1.3","24","keyifsiz"
"1.1","Sisli","1","0","-0.73","-0.44","-1.3","24","sinirli "
"0.7","Sisli","0","0","-1.58","0","0.64","19","keyifsiz"
"0.7","Sisli","1","1","2.33","0.44","-0.64","19","keyifli"
"0.6","Sisli","0","0","-1.06","0","-0.68","24","üzgün"
"0.8","Sisli","0","0","0.89","0.44","1.47","19","mutlu"
"0.8","Sisli","1","0","0.72","-0.87","0.05","19","keyifli"
"0.7","Sisli","0","0","0.73","0.88","0.7","19","mutlu"
"0.6","Sisli","1","1","1.66","-0.44","0.56","19","keyifli"
"0.8","Sisli","0","0","-0.18","0","0.99","24","keyifsiz"
"1.1","Sisli","1","0","-0.18","0.44","-1.12","24","keyifsiz"
"1.6","Sisli","0","0","1.49","0.44","-0.92","19","keyifli"
"2.1","Sisli","1","0","-0.75","-0.43","0.57","24","keyifsiz"
"1","Sisli","0","0","-0.39","-0.43","-0.56","21","sinirli "
"0.6","Sisli","0","0","-1.92","0.91","-2.92","21","keyifsiz"
"1.1","Sisli","1","0","-0.38","-8.75","2.96","24","keyifsiz"
"1.1","Sisli","0","0","0.97","-0.83","0.98","19","keyifli"
"1.1","Sisli","1","1","0.39","0.41","-0.23","23","keyifli"
"1.5","Sisli","0","0","0","1.69","4.07","23","mutlu"
"1.8","Sisli","0","0","1.38","0","1.78","23","mutlu"
"2.5","Sisli","1","0","-1.36","0.42","1.3","24","keyifli"
"3.3","Sisli","0","0","4.04","0.85","1.27","23","mutlu"
"4","Sisli","1","1","1.64","0","-2.9","19","keyifsiz"
"3.7","Sisli","1","0","-3.56","3.08","-4.33","24","keyifsiz"
